record_id,combined_text_raw,symptom_text,cause_text,action_text,asset_text,fault_class_text
INC00076002,l aspirateur est en arret et les clients de la laverie ne lavent pas sans aspirer leurs vehicules controle alimentation electrique apprentissage jeton monnayeur a remplacer,l aspirateur est en arret,,controle alimentation electrique apprentissage jeton monnayeur a remplacer,jeton; monnayeur; aspirateur,car wash related issue
INC00069265,la pompe quadro 1 se fait disjoncter remplacement relais moteur essais ok,la pompe se fait disjoncter,,remplacement relais moteur,pompe; relais moteur,dispenser related issue
INC00089998,incoherences entre la difference des index et les quantites affichees sur la borne a bangombe reparation emetteur d impulsion probleme resolu,incoherences entre la difference des index et les quantites affichees sur la borne,,reparation emetteur d impulsion,borne dialog; emetteur d impulsion,dialog related issue
INC00078605,flexible air casse remplacement flexible remise en service de la borne a air ok,flexible air casse,,remplacement flexible,borne a air; flexible air,car service related issue
INC00064429,le pistolet super 2 de la pompe 1 claque remplacement bec pistolet essais ok,le pistolet super de la pompe claque,,remplacement bec pistolet,pistolet pompe; bec pistolet,dispenser related issue
INC00085943,pompe super d attaque defectueuse controle pompe remplacement courroie et poulie,pompe d attaque defectueuse,,remplacement courroie remplacement poulie,pompe; courroie; poulie,dispenser related issue
INC00075409,emana embout borne a air casse consequence pas d air en station remplacement embout air ok remplacement flexible air ok,embout borne a air casse,,remplacement embout air,embout air; flexible air; borne a air,car service related issue
INC00062483,le compresseur ne demarre pas remplacement du pressostat,le compresseur ne demarre pas,,remplacement pressostat,pressostat; compresseur,car service related issue
INC00088245,borne affiche hors service usb absente remplacement cle usb ok,borne affiche hors service usb absente,,remplacement cle usb,borne dialog; cle usb,dialog related issue
INC00089903,la bouteille de chasse co2 n est plus fixee a la bouteille de 5okg abc merci de votre intervention urgente extincteur a deposer pour reparation,la bouteille de chasse co2 n est plus fixee a la bouteille de 5okg abc,,extincteur a deposer pour reparation,extincteur,safety related issue
INC00057916,le joint du pistolet petrole laisse couler le produit verifications et remplacement des joints,le joint du pistolet petrole laisse couler le produit,,remplacement joint pistolet,joint; pistolet pompe,dispenser related issue
INC00065100,borne a air ne gonfle pas le pneu ambour remplacement flexible air et flexible embout air essais ok,borne a air ne gonfle pas le pneu,,remplacement flexible air,borne a air; flexible air; flexible embout air,car service related issue
INC00048229,messamedongo le compresseur emet un bruit anormal intervention faite verification du probleme arret du du compresseur demontage des courroies reglage du moteur mise en service observations fonctionnement bon,le compresseur emet un bruit anormal,,reglage courroie,compresseur,car service related issue
INC00057304,le pistolet de la pompe petrole laisse couler le produit pistolet petrole reparer,le pistolet de la pompe laisse couler le produit,,reparation pistolet,pistolet pompe,dispenser related issue
INC00061229,le debit de la pompe gazole d attaque tres lent remplacement palette et nettoyage des filtres,le debit de la pompe tres lent,,nettoyage filtres,pompe; jeu de palette; filtre,dispenser related issue
INC00052425,pompes en arret verifications et remplacement des batteries et nettoyage clapet ris,pompes en arret,,remplacement batterie,batterie; clapet ris,dispenser related issue
INC00063087,2 poignets compteurs n affichent pas remplacement piles sur 02 compteurs huile essais ok 01 compteur huile moteur a remplacer couplings a poser sur les compteurs pour les securiser contre les intemperies,poignets compteurs n affichent pas,,remplacement de la pile,poignet compteur; compteur huile; coupling,car service related issue
INC00051463,la pompe petrole est en panne elle affiche setup p incd verifications remplacement de eeprom et reconfiguration de la pompe,la pompe petrole est en panne elle affiche setup p incd,,reconfiguration pompe,eeprom; pompe,dispenser related issue
INC00055474,pompe petrole en arret voir programmation reprogrammation de la pompe,pompe petrole en arret,defaut de programmation,reprogrammation pompe,pompe,dispenser related issue
INC00084374,pompe gasoil affiche error pose d une batterie pompe remise en service,pompe gasoil affiche error,,remplacement batterie,batterie,dispenser related issue
INC00079432,la console maglink lx a fonctionne juste pendant une journee pas d image sur l ecran depuis ce matin votre support est sollicitee de nouveau pour une remise en service optimale et definitive cette journee remplacement de la carte memoire et reinstallation du systeme,la console maglink lx a fonctionne juste pendant une journee pas d image sur l ecran de la console depuis ce matin,,remplacement de la carte memoire reinstallation du systeme,console maglink; carte memoire,tank gauge related issue
INC00059695,la pompe gasoil 1 marque sur le tableau d affichage conn error remplacement carte echelon essais ok,la pompe marque sur le tableau d affichage conn error,,remplacement carte echelon,afficheur; pompe; carte echelon,dispenser related issue
INC00074966,pompe super 2 pistolet deffectueux elle ne sert pas remplacement garde aimant,pompe super pistolet deffectueux pompe ne sert pas,,remplacement garde aimant,pompe; pistolet pompe; garde aimant,dispenser related issue
INC00070587,le joint de la bouche de depotage super n est plus etanche revision bride de depotage,le joint de la bouche de depotage super n est plus etanche,,revision bride de depotage,bride; joint,tank related issue
INC00070750,apres avoir decrocher le pistolet l afficheur pointe etles indexes tournent sans ecoulement du produits impossible de faire les ventes sur cette pompe purge des lignes de tuyauterie essais ok,apres avoir decrocher le pistolet l afficheur pointe etles indexes tournent sans ecoulement du produits,,purge de la ligne d aspiration,pompe; ligne de tuyauterie,dispenser related issue
INC00083165,pompe gasoil en arret remplacer l emetteur d impulsion ok,pompe en arret,,remplacer l emetteur d impulsion,pompe; emetteur d impulsion,dispenser related issue
INC00082165,bonjour te nlobisson la pression d air tres faible elle n arrive au niveau du manometre urgent svp mano remplace,la pression d air tres faible pression dair n arrive au niveau du manometre,,remplacement mano de gonflage,manometre,car service related issue
INC00059179,le produit coule au niveau des raccords des deux pistolets super 3 et gazole 3 pendant le service carburant priere de remedier a ce desagrement svp resorption fuites sur pistolets super 1 et gasoil 1 remplacement des raccords pistolets super 3 et gasoil 3 nettoyage des filtres groupes et pistolets de toutes les pompes repositionnement garde pistolets super2 et gasoil 2 essais ok,le produit coule au niveau des raccords des deux pistolets pendant le service carburant,,remplacement raccord pistolet,pistolet pompe; raccord pistolet; filtre groupe; garde pistolet; filtre pistolet,dispenser related issue
INC00084741,pompe super 1 en arret bruit anormal au moteur pose d une courroie panne resolue,pompe super en arret bruit anormal au moteur,,remplacement courroie,courroie,dispenser related issue
INC00054570,pompe super 3 qui est notre pompe d attacque est en arret le pistolet de cette pompe est persee et sa demande une remplacement urgence signale pcq la station est bloque merci reserticage du flexible,pistolet de cette pompe est percee,,resertissage du flexible,pompe; flexible pompe,dispenser related issue
INC00052872,la pompe petrole debite lentement remplacement courroie et nettoyage des different filtres,la pompe petrole debite lentement,,remplacement courroie,courroie; filtre,dispenser related issue
INC00067867,la pompe gasoil signale error pompe en arret remplacement batterie,la pompe gasoil signale error pompe en arret,,remplacement batterie,pompe; batterie,dispenser related issue
INC00073984,le mano d air est en panne pas moyen de faire l appoint sur les pneus des clients verification de l etat du mano de gonflage mano de gonflage a remplacer ok,le mano d air est en panne,defaut mano de gonflage,verification de l etat du mano de gonflage,mano de gonflage,car service related issue
INC00081436,connexion internet absente au back office verifications et remplacement du convertisseur usbrj45,connexion internet absente au back office,,remplacement du convertisseur usb rj45,convertisseur; usbrj45,pos related issue
INC00088084,les donnees ne remontent pas controle connexion internet et lan puce data grille,les donnees ne remontent pas,defaut carte sim,controle connexion internet et lan,puce data; carte sim,dialog related issue
INC00070593,la pompe super 4 de la quadro 2 debite lentement top urgent controle des lignes d aspiration et constat pas de vannes equerre dans les cuves pas de clapets ris au pied des pompes,la pompe super de la quadro 2 debite lentement,pas de vannes equerre dans les cuves pas de clapets ris au pied des pompes,controle lignes d aspiration,pompe; vanne equerre; clapet ris; ligne d aspiration,dispenser related issue
INC00084760,pstolet pompe super 2 defectueuse remplacement du clapet pistolet d19,pstolet pompe super defectueuse,,remplacement clapet pistolet,pompe; pistolet pompe; clapet pistolet,dispenser related issue
INC00084044,fuite du gazole sur le raccord du pistolet 1 remplacement joint plat,fuite du gazole sur le raccord du pistolet,,remplacement joint pistolet,pistolet pompe; raccord; joint,dispenser related issue
INC00060426,le matin apres avoir purger le conpresseur l air quittant de la pour la borne a air es tres faible la pression de l air ne parvient pas a faire gonfler le pneu d un vehicule nettoyage des electrovannes remplacement flexible embout essais ok mano assecheur a poser sur le circuit borne a air,la pression de l air ne parvient pas a faire gonfler le pneu d un vehicule,,nettoyage electrovanne,electrovanne; flexible embout air; mano assecheur; compresseur; borne a air,car service related issue
INC00070550,la pompe super 4 de la quadro 2 debite lentement top urgent nettoyage des filtres groupes et pistolets essais ok,la pompe super de la quadro 2 debite lentement,,nettoyage filtres,pompe; filtre groupe; filtre pistolet,dispenser related issue
INC00071398,la pompe gasoil fait un bruit anormal remplacement courroie defectueuse nettoyage filtres groupe et pistolets essais ok,la pompe gasoil fait un bruit anormal,courroie defectueuse,nettoyage filtres,pompe; courroie; filtre groupe; filtre pistolet,dispenser related issue
INC00064083,bsr depuis pratiquement une trentainte de minute la pompe quadro 2 demarre pour le gasoil mais le super ne demarre pas remplacement relais moteur remplacement afficheur essais ok,la pompe ne demarre pas,,remplacement relais moteur,pompe; relais moteur; afficheur,dispenser related issue
INC00090155,pompe super4 et gasoil4 l afficheur ne s allume pas le pistolet pompe super1 claque pistolet pompe gasoil 4 coule resorption fuites sur raccords flexibles gasoil quadro 1 et 2 remplacement bec super 1 remplacement afficheur quadri 2 essais ok,le pistolet pompe claque,,remplacement bec super,pompe; raccord flexible; bec pistolet; afficheur,dispenser related issue
INC00079982,pompe gasoil en arret pompe dialog apres passage du technicien socatam le gasoil s ecoule du bec du pistolet sans interruption meme alors que l on n exerce pas de pression sur le mano du pistolet urgence signalee verifications et remplacement du clapet et siege clapet,pompe dialog le gasoil s ecoule du bec du pistolet sans interruption meme alors que l on n exerce pas de pression sur le mano du pistolet,,remplacement du clapet et siege clapet pistolet,pistolet pompe; clapet pistolet; siege clapet pistolet; pompe,dispenser related issue
INC00076385,flexible pompe gazoil 1 defectueux ressertissage du flexible,flexible pompe gazoil defectueux,,ressertissage du flexible,pompe; flexible pompe,dispenser related issue
INC00070038,afficheur borne hors service reparation afficheur avec succes,afficheur borne hors service,,reparation afficheur,afficheur dialog; borne dialog,dialog related issue
INC00059326,servicing air impossible car le compresseur s est brutalement arrete apres un bruit assourdissant verifications et recuperation de la tete de compresseur pour depannage,servicing air impossible le compresseur s est brutalement arrete apres un bruit assourdissant,,recuperation de la tete de compresseur pour depannage,tete du compresseur; compresseur,car service related issue
INC00059401,embout non fonctionnel mano de gonflage reparer,embout non fonctionnel,,reparation mano de gonflage,mano de gonflage,car service related issue
INC00086264,bruit anormal sur la pompe replacement courroie et nettoyage des filtres,bruit anormal sur la pompe,,nettoyage filtres remplacement courroie,pompe; courroie; filtre,dispenser related issue
INC00045525,le pistolet gazole 02 ne sert pas verifications et redemarrage du calculateur,le pistolet ne sert pas,,redemarrage calculateur,calculateur,dispenser related issue
INC00050078,la courroie fait bcp de bruit lors du service remplacement courroie defectueuse essais ok,la courroie fait bcp de bruit lors du service,,remplacement courroie,courroie,dispenser related issue
INC00076298,index pompe supper 3 bloque le carburant sort mais sa ne debite pas sur les idex et sa donne un gros ecart negatif en stock station remplacement cable totalisateur,index pompe supper bloque le carburant sort mais sa ne debite pas sur les idex,,remplacement cable totalisateur,totalisateur; pompe; cable totalisateur,dispenser related issue
INC00065509,2 quadro en arret disfonctionnement des calculateurs apres coupure eneo remplacement des batteries et parametrage des pompes 1et3 essais ok onduleur a remplacer,quadro en arret,,remplacement batterie,batterie; pompe; onduleur,dispenser related issue
INC00067396,impossible de servir sur la pompe gazol 1 le pistolet claque a chaque fois verifications et nettoyage beck pistolet,le pistolet claque a chaque fois,,remplacement bec pistolet,pistolet pompe; bec pistolet,dispenser related issue
INC00064617,la canne a graisse defectueuse et ne sort plus le produit pistolet graisse canne graisse reparer et remise en service,la canne a graisse defectueuse et ne sort plus le produit,,reparation pistolet graisse,pistolet graisse; canne a graisse,car service related issue
INC00074835,la pompes super et gasoil n aspire pas nettoyage des filtres pistolets et groupe nettoyage by pass amorcage essais ok,la pompe n aspire pas,,nettoyage filtres,pompe; filtre groupe; filtre pistolet; bypass,dispenser related issue
INC00059538,la pompe petrole ne se ferme pas reparation serrure pompe petrole,la pompe ne se ferme pas,,reparation serrure,pompe; serrure,dispenser related issue
INC00088790,index pompe petrole ne tourne pas totalisateur remplace,index pompe petrole ne tourne pas,,remplacement totalisateur,pompe; totalisateur,dispenser related issue
INC00045649,la pompe n aspire pas le produit nettoyage des filtres remplacement courroie et amorcage pompe,la pompe n aspire pas le produit,,amorcage pompe,pompe; filtre; courroie,dispenser related issue
INC00055381,le super coule entre le flexible et le pistolet de la pompe s1 remplacement du raccord tournant,le super coule entre le flexible et le pistolet de la pompe s1,,remplacement raccord tournant,"raccord tournant, flexible pompe; pistolet pompe",dispenser related issue
INC00047400,le quadro 3n aspire pas le super demontage groupe et echange standard elements usages reglages mecaniques,le quadro n aspire pas le super,,demontage groupe et echange standard elements usages reglages mecaniques,groupe de pompage,dispenser related issue
INC00077785,afficheur fige un cote du super 3 de la duo 1 remplacement afficheur super 3 essais ok,afficheur fige un cote,afficheur defaillant,remplacement afficheur,afficheur,dispenser related issue
INC00080705,pompe petrole n aspire pas remplacement des palettes et bargue de guidage,pompe petrole n aspire pas,,remplacement bargue de guidage,bargue de guidage,dispenser related issue
INC00071950,le manometre est defectueux fournitures et pose mano de gonflage,le manometre est defectueux,,remplacement mano de gonflage,mano de gonflage,car service related issue
INC00067852,pompe petrole ne demarre pas reprogrammation pompe adressage essais ok pompe fortement corrodee a remplacer,pompe petrole ne demarre pas,,reprogrammation pompe adressage pompe,pompe,dispenser related issue
INC00082418,index de la pompe super 1 bloque remplacement totalisateur et cable totalisateur,index de la pompe super bloque,,remplacement totalisateur,pompe; totalisateur; cable totalisateur,dispenser related issue
INC00066784,le debit des pompes sur site est extremement lent difficile de servir le client total mira nettoyage des filtres groupes et pistolets remplacement batterie refection connexion batteries essais ok,le debit des pompes sur site est extremement lent,,nettoyage filtres,pompe; filtre groupe; filtre pistolet; batterie,dispenser related issue
INC00083497,quadro 2 affiche bat error remplacement batterie et essai,quadro affiche bat error,defaut batterie,remplacement batterie,pompe; batterie,dispenser related issue
INC00054265,pertes enormes en super controle de debits necessaire urgence verifications et reglage debit,pertes enormes en super,,controle et reglage debit,pompe,dispenser related issue
INC00068491,pompe petrole renifle pas de services intervention provisoire effectuee separateur a remplacer remplacement separateur et flotteur groupe essais ok,pompe renifle,,remplacement separateur,pompe; separateur; floteur groupe,dispenser related issue
INC00067870,flexible pompe gasoil 2 fissuree fuites importantes pompe en arret remplacement raccord demontable et ressertissage du flexible,flexible pompe fissuree,,ressertissage du flexible,pompe; raccord demontable; flexible pompe,dispenser related issue
INC00062484,le compresseur ne demarre pas remplacement du pressostat,le compresseur ne demarre pas,,remplacement pressostat,pressostat; compresseur,car service related issue
INC00083166,pompe gasoil en arret remplacer l emetteur d impulsion ok,pompe en arret,,remplacer l emetteur d impulsion,pompe; emetteur d impulsion,dispenser related issue
INC00080710,probleme lan reparation cable alimentation flybox,probleme lan,,reparation cable alimentation flybox,cable; flybox,it related issue
INC00086167,gasoil 5 n affiche pas redemarrage du calculateur observations bonnes ok,gasoil 5 n affiche pas,,redemarrage calculateur,calculateur,dispenser related issue
INC00051211,la borne de recharge ve emet une lumiere rouge au lieu d une de couleur verte verifications et redemarrer de la borne de recharge essai ok,la borne de recharge ve emet une lumiere rouge au lieu d une de couleur verte,,redemarrer la borne de recharge ve,borne ve,ev related issue
INC00060916,canne a graisse hors service malgre plusieurs relances ca n aspire pas la canne a graisse fonctionne normalement pistolet graisse defectueux a remplacer 01 enrouleur air casse a remplacer 01 flexible air perce a remplacer,canne a graisse hors service,pistolet graisse defectueux,pistolet graisse a remplacer,pistolet graisse; canne a graisse,car service related issue
INC00060258,date de verification extincteur depasse controle de l extincteur okay,date de verification extincteur depasse,,verification de l extincteur,extincteur,safety related issue
INC00064039,j ai la pompe petrole a logbessou qui s arrete lors du service nous avons regarder au niveau electrique et tout est normal je crois que ca doit etre un soucis venant du moteur controle fonctionnement pompe et constat ronflement et echauffement anormal du moteur moteur a remplacer,la pompe s arrete lors du service,defaut moteur,remplacement moteur,moteur; pompe,dispenser related issue
INC00075114,a la quadro 2 le flexible de la super 4 est fissure et defectueux et le produit coule a meme le sol remplacement flexible essais ok,le flexible de la super est fissure flexible defectueux le produit coule a meme le sol,,remplacement flexible,flexible pompe,car service related issue
INC00071502,flexible a air autofast defectueux remplacement flexible sur 01 enrouleur autofast essais ok 01 enrouleur casse a remplacer,flexible a air autofast defectueux,enrouleur casse,remplacement flexible,flexible air; enrouleur,car service related issue
INC00065251,le pistolet de la pompe petrole souente remplacement joint elaflex,le pistolet de la pompe petrole souente,,remplacement joint pistolet,pistolet pompe; joint; pompe,dispenser related issue
INC00074162,compresseur en arret plus dair en station nb compresseur tres tres petit pour les services de la station plusieurs fois remonte par socatam rearmement disjoncteur compresseur essais ok,compresseur en arret plus dair en station,,rearmement disjoncteur,compresseur; disjoncteur,car service related issue
INC00078049,pompe mere deconnecte reinitialisation pompe essais ok,pompe mere deconnecte,,reinitialisation pompe,pompe,dispenser related issue
INC00068510,la pompe gazole 5 ne s affiche pas afficheurs repare,la pompe gazole ne s affiche pas,,reparation affcicheur,afficheur,dispenser related issue
INC00087591,pompes gazoil 1 et 2 ne demarrent pas remplacement poulie moteur et courroie gasoil1 reparation des pistolets super 2 et gasoil5 essais ok,pompes ne demarrent pas,,remplacement courroie,poulie moteur; courroie; pistolet pompe; pompe,dispenser related issue
INC00042373,les pompes n aspirent le produit depose des pompes et nettoyage des clapets ris essais ok,les pompes n aspirent le produi,,nettoyage clapet ris,pompe; clapet ris,dispenser related issue
INC00077640,la pompe affiche batt error remplacement des batteries et des cosses essais ok,la pompe affiche batt error,batterie defaillante,remplacement des cosses batterie,pompe; batterie; cosse batterie,dispenser related issue
INC00077436,bonjour le back office a perdu la date et l heure nous demandons l intervention des administraeurs reprogramtion de l heure du back office,le back office a perdu la date et l heure,,reprogramtion l heure du back office,back office,pos related issue
INC00051096,station en arret verifications et configuration des pompes en manuel,station en arret,,passage des pompes en manuel,pompe,dispenser related issue
INC00046944,toutes les courroies des pompes sont usees courroies remplacees,toutes les courroies des pompes sont usees,,remplacement courroies,pompe; courroie,dispenser related issue
INC00080949,le raccord du flexible super 1 a une fuite de carburant consignation pompe demontage du raccord etancheite refait ok remontage et montage flexible remise en service de la pompe essai bon,le raccord du flexible a une fuite de carburant,,refait l etancheite,raccord; flexible pompe; pompe,dispenser related issue
INC00080595,la borne a air n est plus fonctionnelle remplacement de l embout air,la borne a air n est plus fonctionnelle,,remplacement embout air,borne a air; embout air,car service related issue
INC00076764,la pompe petrole 2 ne fonctionne pas faute d afficheur pose dun afficheur pompe petrole remise en service,la pompe ne fonctionne pas,faute d afficheur,remplacement afficheur,afficheur,dispenser related issue
INC00059670,les pistolets sc3 sc4 de la quadro 2 ne fonctionnent pas remplacement relais moteur s3 4 purge et nettoyage des filtres gazoil3 4,les pistolets de la quadro ne fonctionnent pas,,remplacement relais moteur,pompe; relais moteur; filtre,dispenser related issue
INC00075052,mano de gonflage et souflette air hs autofast melen mano remplace,mano de gonflage et souflette air hs,,remplacement mano de gonflage,mano de gonflage,car service related issue
INC00062259,check compteurs et bras de chargements check des bras de chargement,check compteurs et bras de chargements,,check des bras de chargement,compteur; bras de chargement,satam related issue
INC00048298,flexible de vidange super 2 quadro 2 defectueux remplacement des flexibles,flexible de vidange super defectueux,,remplacement flexible,flexible pompe,dispenser related issue
INC00059520,fuite de carburant pendant le service car raccord cassant inoperant remplacement des joints et raccords sur pistolets super 1 gasoil 1 et gasoil 2 essais ok,fuite de carburant pendant le service,,remplacement des joints,raccord cassant; joint,dispenser related issue
INC00087435,le mano d air ne fonctionne pas reparation borne a air remplacement membrane electrovanne et flexible mano essais ok,le mano d air ne fonctionne pas,,remplacement flexible mano,mano de gonflage; borne a air; membrane electrovanne; flexible embout air,car service related issue
INC00088130,la canne a graisse est tres lente nettoyage canne a graisse purge ligne essais ok,la canne a graisse est tres lente,,purge canne a graisse,canne a graisse,car service related issue
INC00060431,la courroie du gasoil 5 6 est coupee pompe non fonctionnelle nb pompe des camions echange standard courroie defectueuse,la courroie du gasoil est coupee pompe non fonctionnelle,,remplacement courroie,courroie; pompe,dispenser related issue
INC00069309,pistolet super 4 en panne remplacement inter de buse essais ok,pistolet super 4 en panne,,remplacement inter de buse,pistolet pompe; inter de buse,dispenser related issue
INC00070164,la courroie de la pompe gasoil est deffectueuse travail a reprogramme car poulie moteur hs a remplace,la courroie de la pompe gasoil est deffectueuse,defaut poulie moteur,remplacement poulie moteur,poulie moteur; courroie; pompe,dispenser related issue
INC00053050,un extincteur 9kg utiliser sur un vehicule en pleine incendie sur la piste extincteurs retire pour recharge au labo,un extincteur 9kg utiliser sur un vehicule en pleine incendie sur la piste,,recharge extincteur,extincteur,safety related issue
INC00089196,toutes les pompes debitent en trop constate lors du controle du mincommerce controle debit effectue constat volume delivre dans la marge de tolerance recommande,toutes les pompes debitent en trop,,controle debit,pompe,dispenser related issue
INC00052873,la pompe petrole debite lentement remplacement courroie et nettoyage des different filtres,la pompe petrole debite lentement,,nettoyage des filtres,courroie; filtre,dispenser related issue
INC00055268,fuite sur la pompe prise d air sur la ligne tuyauterie a revoir,fuite sur la pompe,defaut tuyauterie,reparation tuyauterie pompe,pompe; tuyauterie,dispenser related issue
INC00088779,flexible a air defectueux fuite d air par endroit pose d un flexible air borne a air remise en service,flaxible a air defectueux,fuite d air,remplacement flexible,flexible air,car service related issue
INC00078427,bac a huile defectueux mano assecheur en panne fuite dans les canalisation d air verification du fonctionnement des equipements tuyauterie d air et verification de l etat du mano assecheur observations de l etat du kerobar ok elements de devis a remonter,mano assecheur en panne,,verification de l etat du mano assecheur,kerobar; tuyauterie d air; bac a huile; mano assecheur,car service related issue
INC00070497,la quarto 2 le super 3et 4 ne ronflent pas et le produit ne sort pas quadro super remplacement des palettes bagues nettoyage filtres et clapet cuve essais ok gasoil 5 remplacement joint pistolet essais ok,le produit ne sort pas,,nottoyage clapet cuve,jeu de palette; bargue de guidage; filtre; clapet cuve,dispenser related issue
INC00062488,le produit coule sur la manche du pistolet petrole 2 pendant le service remplacement raccord tournant,le produit coule sur la manche du pistolet pendant le service,,remplacement raccord tournant,pistolet pompe; raccord tournant,dispenser related issue
INC00047052,index pompe gaz oi pas bien lisible index nettoye,index pompe gaz oi pas bien lisible,,nettoyage index,totalisateur; pompe,dispenser related issue
INC00084179,imprimante caisse boutique en panne les tickets ne sortent pas ils callent remplacement de l imprimante,imprimante caisse boutique en panne les tickets ne sortent pas,,remplacement imprimante,imprimante ticket,pos related issue
INC00077104,pompe super 2 en panne constat de la panne arret de la pompe consignation demontage du groupe de pompage verification des elements internes ok remontage demontage des filtres nettoyage verification du clapet ok deconsignation remise en service de la pompe test ok essai du produit 45l,pompe en panne,,constat de la panne arret de la pompe consignation demontage du groupe de pompage verification des elements internes remontage demontage des filtres nettoyage filtres verification du clapet deconsignation remise en service de la pompe test ok,pompe; groupe de pompage; clapet; filtre,dispenser related issue
INC00081337,le pistolet s1 demarre faiblement et ne sers pas consignation de la pompe demontage du clapet ris demontage accordeon remplacement de l accordeon montage clapet ris deconsignation remise en service de la pompe test bon,le pistolet demarre faiblement et ne sers pas,,remplacement de l accordeon,clapet ris; accordéon; pompe,dispenser related issue
INC00082573,le moteur de la pompe gasoil1 disjoncte et arrete le service moteur remplacer,le moteur de la pompe gasoil1 disjoncte et arrete le service,,remplacement moteur,pompe; moteur,dispenser related issue
INC00061223,la quarto 1 ecrit error et ne demarre pas urgence signalee controle circuit electrique remplacement fusible et batterie prelevement transfo torique sur gasoil 5 pour depannage pompe quadro 1 essais ok attente transfo pour depannage gasoil 5 reception et pose transfo sur pompe gasoil 5 essais t,la quarto ne demarre pas,,remplacement transfo torique,circuit electrique; batterie; fusible; transfo torique,dispenser related issue
INC00058024,flexible super 1 perce urgence signalee le service est bloque flexible remplace,flexible super perce,,remplacement flexible,flexible,dispenser related issue
INC00073203,la manche extincteur 9k abc est cassee pose d une manche exterieur reparer,la manche extincteur 9k abc cassee,,remplacement manche extincteur,extincteur,safety related issue
INC00056393,bonjour le quadro super1 gazole 1 a disjoncte et affiche error apres avoir eteint la pompe et relance elle sert quelques minutes et disjoncte de nouveaux besoin urgent de votre aide car la pompe ne sert plus merci d avance verification de la panne constat fait probleme de batterie remplacement de la batterie remise en service ok,quadro super gazole a disjoncte et affiche error apres avoir eteint la pompe et relance elle sert quelques minutes et disjoncte de nouveaux,batterie defaillante,remplacement batterie,batterie; pompe,dispenser related issue
INC00078692,pompe petrole bloquer reparation du calculateur,pompe bloque,,reprogrammation calculateur,pompe; calculateur,dispenser related issue
INC00068811,la pompe go3 fait trop de bruit pendant le service pose d une courroie pompe remise en service,la pompe go fait trop de bruit pendant le service,,remplacement courroie,pompe,dispenser related issue
INC00083322,un manometre du conduit d aire presente une fuit d air mano assecher casse a remplacer,un manometre du conduit d aire presente une fuit d air,mano assecher casse,mano assecher a remplacer,manometre; mano assecheur,car service related issue
INC00089195,toutes les pompes debitent en trop constate lors du controle du mincommerce controle debit effectue constat volume delivre dans la marge de tolerance recommande,toutes les pompes debitent en trop,,controle debit,pompe,dispenser related issue
INC00064510,fuite du produit sur le pistolet gasoil 6 remplacement joint plat,fuite du produit sur le pistolet gasoil,,remplacement joint pistolet,pistolet pompe; joint,dispenser related issue
INC00054501,debits pompes 5 6 lents pompe gasoil 5 remise en service pompe gasoil 6 filtres nettoyer clapet ris nettoyer,debits pompes lents,,nettoyage filtres,filtre; clapet ris,dispenser related issue
INC00062140,imprimente hors service verifications echange standard,imprimente hors service,,remplacement imprimante,imprimante ticket,pos related issue
INC00074517,le compresseur ne demarre pas verification de la source d alimentation au niveau du compresseur aucune source d alimentation le probleme a voir par le prestataire electrique ok,le compresseur ne demarre pas,defaut source d alimentation,verification de la source d alimentation au niveau du compresseur,compresseur; source d alimentation,car service related issue
INC00089762,connexion internet absente demo ne fonctionne plus fly box a remplacer car elle a ete endommager due a un probleme interne de l equipement,connexion internet absente,defaut flybox,fly box a remplacer,flybox,it related issue
INC00084761,pstolet pompe super 2 defectueuse remplacement du clapet pistolet d19,pstolet pompe super defectueuse,,remplacement clapet pistolet,pompe; pistolet pompe; clapet pistolet,dispenser related issue
INC00074837,la pompes super et gasoil n aspire pas nettoyage des filtres pistolets et groupe nettoyage by pass amorcage essais ok,la pompe n aspire pas,,amorcage de la pompe,pompe; filtre groupe; filtre pistolet; bypass,dispenser related issue
INC00045297,manque d accroche pour extincteurs pose fixation et mise en conformite equipement lutte contre incendie verifications usuelles,manque d accroche pour extincteurs,,pose accroches extincteurs,extincteur,safety related issue
INC00054814,l imprimante de ticket shop ne fonctionne plus imprimante repare,l imprimante de ticket shop ne fonctionne plus,,repareration imprimante,imprimante ticket,pos related issue
INC00062463,bruit insolite dans le volucompteur super 2 pompe en arret remplacement palette et bargue de guidage,bruit insolite dans le volucompteur super,,remplacement bargue de guidage,pompe; jeu de palette; bargue de guidage,dispenser related issue
INC00080625,bonjour le gasoil 4 affiche un mauvais prix remplacement afficheur wwc,le gasoil affiche un mauvais prix,,remplacement afficheur,afficheur,dispenser related issue
INC00074554,les pompes super 3 et 04 debite du quadro 02 debitent en plus depuis son installation malgre les multiples controles debits effectues par les prestataire controle debits effectue sur super 3et 4 les pompes debitent normalement reepreuve a effectuer sur la ligne de tuyauterie,les pompes super 3 et 04 debite du quadro 02 debitent en plus depuis son installation malgre les multiples controles debits effectues par les prestataire controle debits effectue sur super 3et 4 les pompes debitent normalement,,reepreuve a effectuer sur la ligne de tuyauterie,pompe; ligne de tuyauterie,dispenser related issue
INC00076590,le pistolet super est perce remplacement bec pistolet essais ok,le pistolet super est perce,,remplacement bec pistolet,pistolet pompe; bec pistolet,dispenser related issue
